feedback_code,feedback_description,position,component_tag,type,nature,component_description,content,status,error_tag,error_description,task_types,exercises
AP_FB_204a8bcb,error | FO_4.2 | error_pointed+technical,1,AP_C_204a8bcb_1,Text,erreur_pointée,error_pointed,"Tu as appelé ta fonction une fois de plus que nécessaire. Chaque appel à une fonction doit correspondre à une action précise que ton programme doit effectuer — ici, un appel en trop produit une action qui n'a pas lieu d'être.",approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_204a8bcb,error | FO_4.2 | error_pointed+technical,2,AP_C_204a8bcb_2,Text,technique,technical,"Pour appeler une fonction que tu as déclarée, écris simplement son nom suivi de parenthèses avec les valeurs nécessaires entre elles. Chaque fois que tu fais ça, le code à l'intérieur de ta fonction s'exécute une fois. Vérifie que chaque appel correspond bien à ce que tu veux faire dans ton programme.",approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_359b10e6,error | FO_4.2 | error_pointed,1,AP_C_359b10e6_1,Text,erreur_pointée,error_pointed,Tu as appelé ta fonction au mauvais moment dans ton code. L'ordre des instructions compte : une fonction doit être appelée quand tout ce dont elle a besoin est prêt.,approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_ff110059,error | FO_4.2 | error_pointed+logos,1,AP_C_ff110059_1,Text,erreur_pointée,error_pointed,"Tu as appelé ta fonction au mauvais moment : elle est au bon endroit dans ton code, mais pas dans le bon ordre d'exécution. Pense à ce qui doit se passer avant pour que la fonction fasse ce que tu attends.",approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_ff110059,error | FO_4.2 | error_pointed+logos,2,AP_C_ff110059_2,Text,logos,logos,"Appeler une fonction déclarée, c'est demander au programme d'exécuter un bloc d'instructions précis à un moment précis. Ce bloc s'insère alors dans l'ordre normal du programme, comme si ses instructions étaient écrites à la place de l'appel.",approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_09a4995b,error | FO_4.2 | error_pointed+with_example_unrelated_to_exercise,1,AP_C_09a4995b_1,Text,erreur_pointée,error_pointed,Tu as appelé ta fonction au mauvais endroit dans ton code. L'ordre des instructions compte : une fonction doit être appelée quand tout ce dont elle a besoin est prêt.,approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_09a4995b,error | FO_4.2 | error_pointed+with_example_unrelated_to_exercise,2,AP_C_09a4995b_2,Text,exemple,with_example_unrelated_to_exercise,"Regarde comment on déclare une fonction puis on l'appelle juste après, avec un exemple simple qui calcule la surface d'un rectangle.

<code-block>
def surface(longueur, largeur):
    return longueur * largeur

resultat = surface(5, 3)
print(resultat)
</code-block>",approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_52e50ca4,error | FO_4.2 | error_pointed+logos,1,AP_C_52e50ca4_1,Text,erreur_pointée,error_pointed,"Ton appel à la fonction est bien présent, mais il est placé au mauvais endroit dans ton code. Regarde l'ordre des instructions juste avant et après cet appel : est-ce que tout ce qui doit être prêt avant est bien en place ?",approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_52e50ca4,error | FO_4.2 | error_pointed+logos,2,AP_C_52e50ca4_2,Text,logos,logos,"Déclarer une fonction, c'est comme écrire une recette : tu prépares les instructions, mais rien ne se passe encore. L'appeler, c'est choisir exactement quand exécuter cette recette dans ton programme, et ce moment décide de quelles données ou états sont prêts à être utilisés.",approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_1ad6e797,error | FO_4.2 | error_pointed+technical,1,AP_C_1ad6e797_1,Text,erreur_pointée,error_pointed,Tu as appelé ta fonction au mauvais endroit dans ton code. L'ordre des instructions compte : une fonction doit être appelée quand tout ce dont elle a besoin est prêt.,approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_1ad6e797,error | FO_4.2 | error_pointed+technical,2,AP_C_1ad6e797_2,Text,technique,technical,"Pour placer correctement l'appel à ta fonction, cherche d'abord tout ce dont elle a besoin pour fonctionner. Regarde ses paramètres et les instructions qui préparent ce qu'elle utilise (comme <code-inline>couleur()</code-inline> ou <code-inline>poser()</code-inline>), puis place l'appel juste après ces lignes.",approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,
AP_FB_66e441bb,error | FO_4.2.1 | error_pointed,1,AP_C_66e441bb_1,Text,erreur_pointée,error_pointed,Tu as appelé ta fonction avec un argument qui ne correspond pas à ce qu'elle attend. Regarde bien ce que représente cet argument dans la définition de ta fonction.,approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_522ca084,error | FO_4.2.1 | error_pointed+with_example_unrelated_to_exercise,1,AP_C_522ca084_1,Text,erreur_pointée,error_pointed,Tu as passé un nombre qui ne correspond pas à ce que la fonction attend. Ce nombre contrôle directement la taille ou le comportement de ce que fait ta fonction.,approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_522ca084,error | FO_4.2.1 | error_pointed+with_example_unrelated_to_exercise,2,AP_C_522ca084_2,Text,exemple,with_example_unrelated_to_exercise,"Regarde comment le nom du paramètre dans la définition guide ce que tu dois passer quand tu appelles la fonction.

<code-block>
def emballer_cadeau(largeur):
    papier = largeur * 2
    print(""Il faut"", papier, ""cm de papier"")

emballer_cadeau(30)
</code-block>",approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_b90a125a,error | FO_4.2.1 | error_pointed+logos,1,AP_C_b90a125a_1,Text,erreur_pointée,error_pointed,Tu as appelé ta fonction avec un argument qui ne correspond pas à ce qu'elle attend. Vérifie la valeur que tu passes à l'appel : est-ce bien celle qui permet à la fonction de faire ce qu'on lui demande ?,approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_b90a125a,error | FO_4.2.1 | error_pointed+logos,2,AP_C_b90a125a_2,Text,logos,logos,"Quand tu crées une fonction, tu lui donnes des paramètres comme des instructions précises sur ce qu'elle doit faire. Appeler cette fonction avec les bons arguments, c'est comme lui donner les bonnes consignes pour qu'elle exécute exactement ce que tu as prévu.",approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_17a47845,error | FO_4.2.1 | error_pointed+technical,1,AP_C_17a47845_1,Text,erreur_pointée,error_pointed,Tu as appelé ta fonction avec un argument qui ne correspond pas à ce qu'elle attend. Regarde bien ce que représente cet argument dans ta fonction et ce que tu veux vraiment lui transmettre.,approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_17a47845,error | FO_4.2.1 | error_pointed+technical,2,AP_C_17a47845_2,Text,technique,technical,"Pour choisir le bon argument quand tu appelles une fonction que tu as déclarée, regarde d'abord le nom du paramètre dans sa définition. Par exemple, si tu vois <code-inline>def carre(n):</code-inline>, demande-toi : quelle valeur <code-inline>n</code-inline> doit prendre ici pour que le carré ait la bonne taille ? C'est cette valeur que tu dois passer en argument.",approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_4060422b,error | FO_4.2.1 | error_pointed,1,AP_C_4060422b_1,Text,erreur_pointée,error_pointed,"Tu as appelé ta fonction avec un nombre d'arguments qui ne correspond pas à sa définition.
Vérifie combien de paramètres ta fonction attend et donne-lui exactement ce qu'elle demande.",approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_63b302a3,error | FO_4.2.1 | error_pointed+with_example_unrelated_to_exercise,1,AP_C_63b302a3_1,Text,erreur_pointée,error_pointed,"Tu as appelé ta fonction avec trop peu d'arguments.
Regarde bien combien de paramètres tu as déclarés dans le def, et donne-leur une valeur à chaque appel.",approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_63b302a3,error | FO_4.2.1 | error_pointed+with_example_unrelated_to_exercise,2,AP_C_63b302a3_2,Text,exemple,with_example_unrelated_to_exercise,"Regarde comment on appelle une fonction qui attend deux informations, comme pour calculer un score dans un jeu :

<code-block>
def calculer_score(niveau, bonus):
    return niveau * 10 + bonus

calculer_score(3, 5)
</code-block>",approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_d3785aca,error | FO_4.2.1 | error_pointed+logos,1,AP_C_d3785aca_1,Text,erreur_pointée,error_pointed,"Tu as appelé ta fonction avec un nombre d'arguments qui ne correspond pas à sa définition.
Regarde bien combien de paramètres tu as déclarés entre les parenthèses après le nom de la fonction.",approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_d3785aca,error | FO_4.2.1 | error_pointed+logos,2,AP_C_d3785aca_2,Text,logos,logos,"Une fonction attend des paramètres comme des rôles précis à jouer : chacun a un nom et une place dans ce qu'elle doit faire. Quand tu l'appelles, tu dois fournir une valeur pour chaque rôle, parce que la fonction compte sur eux pour exécuter sa tâche sans rien oublier.",approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_5fbb9ed6,error | FO_4.2.1 | error_pointed+technical,1,AP_C_5fbb9ed6_1,Text,erreur_pointée,error_pointed,"Tu as appelé ta fonction avec un nombre d'arguments qui ne correspond pas à sa définition.
Vérifie combien de paramètres ta fonction attend et assure-toi de tous les fournir quand tu l'appelles.",approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_5fbb9ed6,error | FO_4.2.1 | error_pointed+technical,2,AP_C_5fbb9ed6_2,Text,technique,technical,"Quand tu appelles une fonction, Python associe chaque argument à un paramètre dans l'ordre où ils apparaissent : le premier argument va dans le premier paramètre, le deuxième dans le deuxième, etc. Vérifie que chaque valeur que tu donnes correspond bien à la place attendue dans la ligne <code-inline>def</code-inline>.",approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,
AP_FB_5d22355a,exercise | FO_4.2 | logos+with_example_related_to_exercise,1,AP_C_5d22355a_1,Text,logos,logos,"Une fonction déclarée, c'est comme une recette que tu as écrite à l'avance : elle ne s'exécute pas toute seule, il faut que tu la ""lances"" toi-même en l'appelant. Sans cet appel, la recette reste juste un plan, elle ne produit rien.",approved,,,FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_5d22355a,exercise | FO_4.2 | logos+with_example_related_to_exercise,2,AP_C_5d22355a_2,Text,exemple,with_example_related_to_exercise,"Regarde ce qui se passe quand tu appelles vroum avec un nombre différent : le robot fait toujours un pas vers le haut, mais la distance à gauche change.

<code-block>
vroum(2)
vroum(5)
</code-block>",approved,,,FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_24e24e7e,exercise | FO_4.2 | technical+with_example_related_to_exercise,1,AP_C_24e24e7e_1,Text,exemple,with_example_related_to_exercise,"Voici ce que ça donne si tu enchaînes plusieurs appels à `vroum` pour avancer étape par étape vers l'arrivée :

<code-block>
vroum(2)
bas(1)
vroum(3)
</code-block>",approved,,,FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_24e24e7e,exercise | FO_4.2 | technical+with_example_related_to_exercise,2,AP_C_24e24e7e_2,Text,technique,technical,"Quand tu écris <code-inline>vroum(4)</code-inline>, le nombre que tu mets entre parenthèses prend la place de <code-inline>n</code-inline> dans le corps de la fonction. C'est ce nombre qui décide combien de cases le robot va se déplacer à gauche : si tu choisis 4, <code-inline>gauche(n)</code-inline> devient <code-inline>gauche(4)</code-inline>.",approved,,,FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_ff4a647d,exercise | FO_4.2.1 | logos+with_example_related_to_exercise,1,AP_C_ff4a647d_1,Text,exemple,with_example_related_to_exercise,"Regarde comment le nombre que tu mets entre parenthèses change le déplacement du robot.

<code-block>
vroum(2)
vroum(5)
</code-block>",approved,,,FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-1 : Un robot plus efficace
AP_FB_ff4a647d,exercise | FO_4.2.1 | logos+with_example_related_to_exercise,2,AP_C_ff4a647d_2,Text,logos,logos,"Quand tu appelles une fonction, l'argument que tu donnes, c'est comme une consigne personnelle : c'est la valeur que tu choisis pour dire à la fonction exactement ce qu'elle doit faire cette fois-ci. Sans lui, la fonction ne sait pas s'adapter et reste figée.",approved,,,FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-1 : Un robot plus efficace
AP_FB_d8b4918b,exercise | FO_4.2.1 | technical+with_example_related_to_exercise,1,AP_C_d8b4918b_1,Text,exemple,with_example_related_to_exercise,"Voici comment appeler la fonction vroum avec un nombre précis pour déplacer le robot :

<code-block>
vroum(4)
</code-block>",approved,,,FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-1 : Un robot plus efficace
AP_FB_d8b4918b,exercise | FO_4.2.1 | technical+with_example_related_to_exercise,2,AP_C_d8b4918b_2,Text,technique,technical,"Pour choisir le bon nombre à mettre dans vroum(n), regarde la carte et compte combien de cases le robot doit parcourir vers la gauche avant de monter d'une case. Chaque appel à vroum correspond à un déplacement précis : la valeur de n est le nombre de cases à gauche.",approved,,,FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-1 : Un robot plus efficace
AP_FB_5ff6d270,exercise | AL_1.1.1.2 | with_example_related_to_exercise,0,AP_C_5ff6d270_1,Image,exemple,"Le robot effectue 5 étape(s) avec : vroum() [purple], gauche() [pink], bas() [orange]. Chaque type d'instruction est dessiné dans une couleur fixe et numéroté.",/feedback-generation/api/feedback/images/67e0802f-1b21-4947-91aa-8bf09730b22d,approved,,,AL_1.1.1.2 — Décomposer la tâche t en sous tâches,D-1 : Un robot plus efficace
AP_FB_54a21c3f,error_exercise | FO_4.2 | logos+with_example_related_to_exercise,1,AP_C_54a21c3f_1,Text,logos,logos,"Une fonction déclarée, c'est comme une recette que tu écris une fois pour ne pas avoir à tout réécrire à chaque fois. Elle existe, mais elle ne sert à rien tant que tu ne l'utilises pas en l'appelant avec les bons ingrédients.",approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_54a21c3f,error_exercise | FO_4.2 | logos+with_example_related_to_exercise,2,AP_C_54a21c3f_2,Text,exemple,with_example_related_to_exercise,"Regarde comment on appelle la fonction `vroum` avec un nombre pour déplacer le robot :

<code-block>
vroum(2)
</code-block>",approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_e471b004,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,1,AP_C_e471b004_1,Text,erreur_pointée,error_pointed,Tu as défini la fonction vroum mais tu ne l'as jamais appelée. Une fonction ne s'exécute que si tu l'appelles avec son nom et ses arguments. Pense à l'utiliser dans ton code pour déplacer le robot.,approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_e471b004,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,2,AP_C_e471b004_2,Text,exemple,with_example_related_to_exercise,"Regarde comment la valeur que tu passes à vroum change la distance parcourue par le robot à gauche :

<code-block>
vroum(2)
vroum(5)
</code-block>",approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_83fd1852,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,1,AP_C_83fd1852_1,Text,erreur_pointée,error_pointed,"Tu as appelé la fonction vroum une fois de trop. Chaque appel exécute le déplacement qu'elle contient, donc un appel en trop fait bouger le robot là où il ne devrait pas aller.

Pense à combien de fois tu dois vraiment utiliser cette fonction pour atteindre l'arrivée sans dépasser.",approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_83fd1852,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,2,AP_C_83fd1852_2,Text,exemple,with_example_related_to_exercise,"Voici comment tu peux appeler la fonction vroum plusieurs fois avec des valeurs différentes pour déplacer le robot.

<code-block>
vroum(2)
vroum(3)
vroum(1)
</code-block>",approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_a1ce7929,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,1,AP_C_a1ce7929_1,Text,erreur_pointée,error_pointed,"Ton appel à vroum est au mauvais endroit dans la séquence de déplacements. L'ordre des instructions compte : le robot doit suivre un trajet précis, donc chaque appel de fonction doit arriver au bon moment pour avancer case par case.",approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
